Accession,Species,Bacteria or Archaea,Genome Length (nt),Coding Length (nt),Non-coding Length (nt),Total Genes,Coding Genes,Total COGs,COGs/coding genes,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,Y,Z
NZ_AP012322,Bifidobacterium angulatum DSM 20098 = JCM 7096,Bacteria,2021974,1729670,292304,1610,1511,1415,0.936,1,0,50,21,163,58,144,51,35,136,101,86,75,10,47,60,7,159,97,59,24,31,0,0,0
NZ_CP007774,Campylobacter volucris LMG 24379,Bacteria,1517949,1430180,87769,1557,1489,1412,0.948,0,0,91,22,115,50,44,88,41,130,39,68,119,61,75,89,29,150,82,48,48,23,0,0,0
NC_020546,Bifidobacterium thermophilum RBL67,Bacteria,2291643,1821650,469993,1725,1574,1412,0.897,1,0,52,25,183,60,105,53,30,143,93,93,72,13,52,70,4,150,106,54,30,23,0,0,0
NC_002689,Thermoplasma volcanium GSS1,Archaea,1584804,1373617,211187,1615,1543,1408,0.913,0,1,112,10,135,48,98,84,51,138,75,109,48,15,54,55,16,189,121,11,21,17,0,0,0
NC_018108,Taylorella equigenitalis ATCC 35865,Bacteria,1732123,1598713,133410,1602,1530,1408,0.920,1,1,95,26,136,47,50,69,34,141,52,95,113,2,65,78,14,136,133,35,55,20,10,0,0
NZ_CP009217,Rickettsiales bacterium Ac37b,Bacteria,1917564,1633774,283790,1812,1709,1401,0.820,2,0,85,27,55,42,42,62,42,136,50,153,110,44,70,45,18,150,120,64,73,11,0,0,0
NC_022549,Acholeplasma brassicae,Bacteria,1877792,1693079,184713,1744,1671,1400,0.838,0,0,69,12,91,45,161,26,46,137,85,136,53,2,60,73,17,154,111,56,11,55,0,0,0
NC_020449,Candidatus Cloacimonas acidaminovorans str. Evry,Bacteria,2246820,1942988,303832,1848,1729,1399,0.809,0,0,88,18,75,62,66,61,39,141,49,121,141,38,59,40,17,169,110,40,40,25,0,0,0
NC_015636,Methanothermococcus okinawensis IH1,Archaea,1677455,1395964,281491,1658,1556,1391,0.894,2,4,136,20,97,51,46,110,20,154,71,63,47,19,47,70,3,184,197,21,19,10,0,0,0
NZ_CP012195,Campylobacter ureolyticus RIGS 9880,Bacteria,1641887,1508326,133561,1670,1594,1391,0.873,0,0,106,20,128,46,45,88,30,129,45,74,113,16,73,88,17,160,95,38,57,21,2,0,0
NZ_CP007457,Bifidobacterium pseudolongum PV8-2,Bacteria,2032698,1765553,267145,1700,1589,1389,0.874,1,0,49,23,149,61,154,40,34,129,95,97,75,3,51,69,5,154,92,59,18,31,0,0,0
NZ_LM997412,Peptoniphilus sp. ING2-D1G,Bacteria,1601846,1426400,175446,1583,1495,1389,0.929,0,1,84,22,142,49,57,48,52,143,99,91,53,8,51,59,21,185,125,48,22,28,1,0,0
NC_016043,Taylorella asinigenitalis MCE3,Bacteria,1638559,1521214,117345,1544,1480,1388,0.938,1,1,98,29,130,49,51,66,37,143,57,93,97,3,64,67,16,142,137,34,47,17,9,0,0
NC_002940,Haemophilus ducreyi 35000HP,Bacteria,1698955,1492272,206683,1668,1509,1387,0.919,1,0,83,25,97,50,57,76,33,156,64,101,112,14,77,65,13,125,131,30,60,16,1,0,0
NZ_CP012068,Eubacterium sulci ATCC 35585,Bacteria,1739380,1581187,158193,1640,1578,1386,0.878,0,1,84,24,126,57,42,72,49,141,94,96,79,2,48,65,20,156,117,40,22,51,0,0,0
NZ_CP011097,Candidatus Nitrosotenuis cloacae,Archaea,1620156,1473088,147068,1850,1787,1385,0.775,1,2,103,18,110,45,51,94,32,149,105,61,54,29,81,58,18,180,105,60,18,10,0,0,1
NC_009635,Methanococcus aeolicus Nankai-3,Archaea,1569500,1323855,245645,1544,1472,1380,0.938,2,4,150,15,108,52,51,113,16,153,61,55,56,14,50,74,3,180,190,9,18,6,0,0,0
NC_012815,Bifidobacterium animalis subsp. lactis DSM 10140,Bacteria,1938483,1674119,264364,1610,1534,1380,0.900,1,0,47,25,157,63,130,38,35,136,94,98,79,1,50,62,4,156,92,61,17,34,0,0,0
NZ_CP018809,Lactobacillus jensenii,Bacteria,1672949,1495389,177560,1635,1510,1374,0.910,0,0,55,20,80,52,141,33,30,136,120,124,66,7,41,58,9,160,135,41,22,44,0,0,0
NC_007577,Prochlorococcus marinus str. MIT 9312,Bacteria,1709204,1531904,177300,1882,1827,1367,0.748,0,0,85,17,129,49,63,108,44,138,45,70,94,14,81,56,30,159,101,28,38,18,0,0,0
NC_013926,Aciduliprofundum boonei T469,Archaea,1486778,1408032,78746,1568,1516,1365,0.900,1,1,117,20,103,57,51,58,25,153,84,78,42,21,54,82,12,191,146,30,22,17,0,0,0
NC_009091,Prochlorococcus marinus str. MIT 9301,Bacteria,1641879,1482975,158904,1834,1782,1363,0.765,0,1,84,17,127,51,65,109,40,132,46,67,94,12,82,63,27,163,104,26,36,17,0,0,0
NZ_AP012549,cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake,Bacteria,2794318,1582343,1211975,1739,1591,1363,0.857,0,0,90,16,118,49,74,84,37,138,59,67,109,2,82,68,13,163,110,42,27,15,0,0,0
NC_018656,Candidatus Nitrosopumilus sediminis,Archaea,1690905,1510569,180336,2025,1948,1362,0.699,1,2,103,14,112,43,45,95,29,145,121,63,51,15,77,59,18,168,113,57,23,8,0,0,0
NC_005042,Prochlorococcus marinus subsp. marinus str. CCMP1375,Bacteria,1751080,1555914,195166, , ,1354,#VALUE!,0,0,97,16,125,48,76,112,39,137,44,72,102,2,74,57,21,152,105,30,23,22,0,0,0
NC_007335,Prochlorococcus marinus str. NATL2A,Bacteria,1842899,1584985,257914,2009,1951,1353,0.693,1,0,89,18,133,52,63,110,36,133,43,69,92,3,87,60,22,156,109,29,28,19,0,0,1
NC_019791,Caldisphaera lagunensis DSM 15908,Archaea,1546846,1347979,198867,1544,1484,1352,0.911,1,0,120,4,139,41,85,74,61,158,73,53,51,9,52,54,21,194,112,16,21,13,0,0,0
NC_017096,Caldisericum exile AZM16c01,Bacteria,1558103,1419122,138981,1550,1483,1351,0.911,0,0,100,21,98,44,82,51,36,126,58,90,71,17,53,73,16,193,132,34,32,23,0,0,1
NC_010644,Elusimicrobium minutum Pei191,Bacteria,1643562,1486345,157217,1582,1519,1348,0.887,0,1,75,23,90,57,78,41,37,119,48,79,116,89,51,28,11,145,83,35,121,20,0,0,1
NZ_CP009961,Thermofilum sp. 1807-2,Archaea,1611988,1444157,167831,1697,1641,1348,0.821,2,3,117,17,91,46,98,50,24,145,84,89,34,7,59,77,5,215,122,17,22,22,0,0,2
NZ_CP007770,Campylobacter insulaenigrae NCTC 12927,Bacteria,1465081,1382617,82464,1514,1438,1347,0.937,0,0,89,20,111,49,46,86,35,132,40,67,121,56,69,74,23,141,81,41,48,18,0,0,0
NC_005072,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Bacteria,1657990,1480085,177905,1846,1788,1346,0.753,0,0,85,18,130,51,68,110,40,136,45,64,100,3,81,60,25,154,106,27,25,18,0,0,0
NC_014122,Methanocaldococcus infernus ME,Archaea,1328194,1230407,97787,1485,1420,1346,0.948,2,3,117,19,104,49,49,109,13,148,54,69,30,27,49,75,2,196,180,26,22,3,0,0,0
NC_007205,Candidatus Pelagibacter ubique HTCC1062,Bacteria,1308759,1258533,50226,1370,1333,1345,1.009,0,1,101,15,196,47,71,80,53,119,41,55,102,17,64,39,38,132,85,32,44,13,0,0,0
NC_020913,Candidatus Methanomethylophilus alvus Mx1201,Archaea,1666795,1480221,186574,1649,1589,1345,0.846,1,1,88,14,124,48,55,120,22,151,72,100,33,3,55,70,8,219,119,12,12,18,0,0,0
NC_008817,Prochlorococcus marinus str. MIT 9515,Bacteria,1704176,1502049,202127,1856,1790,1342,0.750,0,0,84,20,123,53,66,108,41,140,41,73,105,3,74,57,24,156,104,29,25,16,0,0,0
NC_015501,Porphyromonas asaccharolytica DSM 20707,Bacteria,2186370,1901855,284515,1716,1648,1342,0.814,0,0,73,25,79,57,46,98,43,136,52,114,121,14,59,71,12,148,101,31,35,27,0,0,0
NC_008816,Prochlorococcus marinus str. AS9601,Bacteria,1669886,1507232,162654,1840,1780,1340,0.753,0,0,83,19,128,48,65,108,38,132,44,69,106,3,79,55,28,164,99,25,25,21,0,0,1
NC_018643,alpha proteobacterium HIMB5,Bacteria,1343202,1294686,48516,1432,1378,1336,0.970,0,2,107,14,198,46,76,81,47,118,40,57,104,10,62,42,36,131,84,29,36,15,0,0,1
NZ_AP014808,Lactobacillus acetotolerans,Bacteria,1704859,1500539,204320,1669,1492,1335,0.895,0,0,51,19,61,55,119,37,46,133,96,153,76,6,39,62,9,160,131,34,22,26,0,0,0
NZ_CP012390,Lawsonella clevelandensis,Bacteria,1915154,1654720,260434,1644,1563,1334,0.853,2,0,83,22,115,51,89,87,43,136,91,88,70,2,58,63,23,151,84,38,19,19,0,0,0
NC_002677,Mycobacterium leprae TN,Bacteria,3268203,1620051,1648152, , ,1325,#VALUE!,1,0,73,22,131,54,73,85,86,125,77,64,71,6,63,49,59,125,90,38,20,13,0,0,0
NC_019942,Aciduliprofundum sp. MAR08-339,Archaea,1437090,1353862,83228,1541,1482,1325,0.894,1,1,116,19,97,59,51,57,25,150,84,70,38,19,55,76,9,189,140,34,21,14,0,0,0
NC_016630,Filifactor alocis ATCC 35896,Bacteria,1931012,1583308,347704,1729,1644,1323,0.805,0,1,68,24,88,50,39,45,45,141,87,130,68,12,47,61,13,157,123,40,37,46,0,0,1
NC_014810,Helicobacter felis ATCC 49179,Bacteria,1672681,1533356,139325,1686,1613,1323,0.820,0,1,83,28,104,43,44,74,45,124,29,78,107,70,70,47,17,161,65,56,49,28,0,0,0
NC_008818,Hyperthermus butylicus DSM 5456,Archaea,1667163,1400809,266354,1763,1681,1322,0.786,2,1,111,11,92,46,45,78,21,170,86,72,27,7,61,70,9,234,130,21,16,12,0,0,0
NZ_CP012920,Lactobacillus kunkeei,Bacteria,1614522,1434436,180086,1536,1436,1321,0.920,0,0,43,23,125,68,65,30,35,138,90,133,87,9,44,58,13,157,130,32,24,17,0,0,0
NC_011295,Coprothermobacter proteolyticus DSM 5265,Bacteria,1424912,1315855,109057,1460,1399,1319,0.943,0,1,106,16,87,54,100,62,32,128,55,71,67,49,55,59,15,154,112,41,33,22,0,0,0
NC_009713,Campylobacter hominis ATCC BAA-381,Bacteria,1714951,1485263,229688,1673,1585,1319,0.832,0,0,102,18,113,44,35,80,35,129,43,91,106,13,72,61,26,159,79,34,55,21,3,0,0
NZ_LN827929,Candidatus Methylopumilus planktonicus,Bacteria,1356428,1271490,84938,1417,1364,1315,0.964,1,1,85,24,116,44,56,97,45,135,47,75,115,4,79,49,18,132,110,35,34,12,0,0,1
NZ_CP010427,Allofrancisella guangzhouensis,Bacteria,1661527,1496396,165131,1551,1485,1313,0.884,3,0,85,21,107,55,75,78,57,149,42,91,97,15,63,49,30,138,84,23,39,11,0,0,1
NC_017737,Helicobacter cetorum MIT 00-7128,Bacteria,1960111,1745757,214354,1793,1700,1307,0.769,0,0,84,35,89,40,45,84,35,123,34,97,111,52,66,58,10,132,87,35,61,29,0,0,0
NC_020301,Bartonella vinsonii subsp. berkhoffii str. Winnie,Bacteria,1802699,1468584,334115,1640,1482,1303,0.879,0,0,73,23,92,47,43,56,40,139,71,91,89,9,70,59,9,155,123,39,64,9,2,0,0
NC_002936,Dehalococcoides mccartyi 195,Bacteria,1469720,1327672,142048,1577,1492,1302,0.873,0,2,130,16,116,49,44,78,29,128,99,96,33,11,56,60,10,128,106,64,28,19,0,0,0
NC_007681,Methanosphaera stadtmanae DSM 3091,Archaea,1767403,1485877,281526,1586,1517,1301,0.858,1,10,108,13,113,48,36,99,19,146,59,78,78,1,48,55,4,193,149,10,17,16,0,0,0
NC_010531,Polynucleobacter necessarius subsp. necessarius STIR1,Bacteria,1560469,1425378,135091,1712,1401,1288,0.919,1,1,104,18,106,45,42,73,64,140,45,72,101,17,80,36,26,125,106,27,50,9,0,0,0
NC_009033,Staphylothermus marinus F1,Archaea,1570485,1373106,197379,1662,1598,1285,0.804,2,2,95,10,80,39,76,57,18,161,77,78,30,5,54,91,6,222,134,19,12,17,0,0,0
NC_005956,Bartonella henselae str. Houston-1,Bacteria,1931047,1449428,481619,1665,1525,1283,0.841,1,0,74,26,92,44,49,58,40,141,67,82,90,4,72,52,9,151,121,38,60,10,2,0,0
NC_017735,Helicobacter cetorum MIT 99-5656,Bacteria,1847790,1648240,199550,1733,1623,1282,0.790,0,0,82,24,91,35,38,75,37,124,33,146,105,53,65,55,11,122,66,32,58,30,0,0,0
NC_014205,Staphylothermus hellenicus DSM 12710,Archaea,1580347,1375833,204514,1651,1586,1274,0.803,2,3,86,11,77,47,83,57,18,161,82,73,45,6,49,73,6,213,127,23,11,21,0,0,0
NC_008011,Lawsonia intracellularis PHE,Bacteria,1719014,1449502,269512,1469,1409,1267,0.899,0,2,48,26,84,46,56,66,30,141,41,72,135,57,60,43,19,149,88,46,49,8,0,0,1
NC_013949,Helicobacter mustelae 12198,Bacteria,1578097,1416906,161191,1512,1452,1267,0.873,0,0,73,25,125,43,49,76,37,128,35,60,109,48,66,68,14,126,79,33,50,22,1,0,0
NZ_CP014907,Lactobacillus lindneri,Bacteria,1452432,1275391,177041,1473,1347,1263,0.938,0,0,48,25,108,62,60,46,42,138,91,113,66,8,38,53,18,155,124,33,24,11,0,0,0
NZ_CP007490,Rhodoluna lacicola,Bacteria,1430433,1344748,85685,1394,1338,1259,0.941,1,0,53,21,135,59,115,64,43,131,76,77,73,3,52,54,20,136,71,42,25,8,0,0,0
NZ_CP006951,Dehalococcoides mccartyi CG5,Bacteria,1362151,1225389,136762,1449,1392,1254,0.901,0,2,129,13,118,48,41,71,29,128,98,73,27,10,57,58,11,130,103,61,28,19,0,0,0
NZ_CP009761,Parvimonas micra,Bacteria,1627009,1409244,217765,1525,1432,1250,0.873,0,1,60,19,91,55,36,43,33,138,77,88,66,7,52,67,14,156,129,33,23,61,0,0,1
NZ_CP007287,Bifidobacterium coryneforme,Bacteria,1755151,1529435,225716,1423,1335,1246,0.933,1,0,48,29,140,53,143,34,26,128,92,79,66,1,50,57,7,114,76,47,17,29,0,0,9
NC_013895,Mageeibacillus indolicus UPII9-5,Bacteria,1809746,1602951,206795,1536,1429,1245,0.871,0,0,63,15,117,47,89,41,34,132,90,89,54,2,48,75,8,140,92,34,20,55,0,0,0
NC_013203,Atopobium parvulum DSM 20469,Bacteria,1543805,1378550,165255,1406,1340,1241,0.926,0,1,50,19,107,50,120,37,25,130,90,77,72,1,45,61,13,139,95,46,23,40,0,0,0
NZ_CP004403,endosymbiont of Acanthamoeba sp. UWC8,Bacteria,1615277,1437783,177494,1565,1480,1240,0.838,3,1,73,19,57,19,51,53,37,133,43,97,113,46,65,22,14,165,104,47,63,14,0,0,1
NC_015380,Candidatus Pelagibacter sp. IMCC9063,Bacteria,1284727,1215161,69566,1378,1292,1234,0.955,0,0,94,20,133,42,61,67,44,123,41,54,110,9,61,46,31,137,89,26,34,12,0,0,0
NZ_AP012333,Parascardovia denticolens DSM 10105 = JCM 12538,Bacteria,1890857,1646557,244300,1564,1486,1233,0.830,1,0,40,28,71,59,144,33,40,124,78,95,76,2,47,42,8,143,96,48,22,36,0,0,0
NC_009446,Dichelobacter nodosus VCS1703A,Bacteria,1389350,1267344,122006,1335,1270,1231,0.969,1,0,60,25,82,44,43,58,35,146,48,98,93,25,63,49,12,138,102,43,49,17,0,0,0
NC_013170,Cryptobacterium curtum DSM 15641,Bacteria,1617804,1403930,213874,1406,1299,1231,0.948,0,1,97,15,96,44,42,67,41,123,102,70,68,2,54,69,10,128,99,62,18,23,0,0,0
NC_015756,Weissella koreensis KACC 15510,Bacteria,1441470,1223805,217665,1395,1319,1230,0.933,0,0,49,19,66,59,92,31,25,135,101,83,91,7,39,52,10,155,131,46,22,17,0,0,0
NZ_CP011786,Bifidobacterium actinocoloniiforme DSM 22766,Bacteria,1830060,1546085,283975,1502,1386,1228,0.886,2,0,47,32,93,44,159,40,29,129,104,78,69,2,47,49,6,129,79,41,14,27,0,0,8
NC_000915,Helicobacter pylori 26695,Bacteria,1667867,1430421,237446, , ,1225,#VALUE!,0,0,69,30,92,38,41,74,42,125,32,91,99,48,64,55,13,121,75,27,58,30,0,0,1
NC_020892,Thermoplasmatales archaeon BRNA1,Archaea,1461105,1330383,130722,1522,1465,1224,0.835,1,1,84,11,108,48,52,116,19,147,65,72,30,3,48,69,8,181,115,14,14,17,1,0,0
NC_015913,Candidatus Arthromitus sp. SFB-mouse-Japan,Bacteria,1620005,1450223,169782,1560,1477,1213,0.821,0,0,41,26,69,35,86,34,32,132,87,84,89,47,45,68,8,128,98,51,29,24,0,0,0
NC_018001,Desulfurococcus fermentans DSM 16532,Archaea,1384116,1234835,149281,1490,1425,1212,0.851,2,2,115,6,82,51,67,54,19,154,70,67,36,8,51,86,4,185,109,13,16,15,0,0,0
NC_014658,Methanothermus fervidus DSM 2088,Archaea,1243342,1164533,78809,1348,1290,1206,0.935,2,4,115,13,89,47,40,115,19,144,49,51,52,2,48,49,5,182,151,7,15,7,0,0,0
NC_015978,Lactobacillus sanfranciscensis TMW 1.1304,Bacteria,1375770,1190709,185061,1434,1298,1204,0.928,0,0,45,24,83,63,65,33,36,137,69,166,67,9,38,47,10,136,107,26,23,20,0,0,0
NZ_AP012334,Scardovia inopinata JCM 12537,Bacteria,1797862,1565091,232771,1489,1377,1200,0.871,1,0,40,23,84,58,148,31,35,129,85,92,69,4,47,47,10,116,76,49,16,40,0,0,0
NC_017954,Thermogladius cellulolyticus 1633,Archaea,1356318,1235831,120487,1450,1392,1195,0.858,2,1,98,6,108,43,58,55,15,156,65,70,37,6,48,90,3,192,102,14,12,14,0,0,0
NC_020300,Bartonella australis Aust,Bacteria,1596490,1286157,310333,1400,1328,1191,0.897,0,0,74,22,85,43,40,56,41,140,53,85,89,3,71,52,9,133,96,36,53,7,2,0,1
NZ_CP009498,Endomicrobium proavitum,Bacteria,1588979,1448012,140967,1387,1325,1188,0.897,0,0,65,18,105,45,69,57,44,131,37,82,149,6,37,50,15,132,81,17,34,14,0,0,0
NC_013515,Streptobacillus moniliformis DSM 12112,Bacteria,1673280,1514327,158953,1533,1445,1185,0.820,0,2,42,22,82,50,124,20,25,136,69,87,65,10,50,58,6,127,77,27,61,32,13,0,0
NC_011766,Desulfurococcus kamchatkensis 1221n,Archaea,1365223,1198726,166497,1441,1378,1184,0.859,2,3,106,6,77,50,64,53,18,152,64,88,27,6,46,86,5,176,114,13,13,15,0,0,0
NZ_LK028559,Acholeplasma oculi,Bacteria,1587120,1447968,139152,1475,1427,1179,0.826,0,0,45,12,84,40,118,26,40,136,70,107,53,2,39,60,12,144,98,44,10,39,0,0,0
NC_014932,Bartonella clarridgeiae 73,Bacteria,1522743,1238046,284697,1275,1184,1167,0.986,0,0,70,34,80,43,35,54,38,135,44,72,91,33,69,50,9,100,94,35,70,9,2,0,0
NC_022538,Acholeplasma palmae J233,Bacteria,1554229,1406643,147586,1471,1416,1163,0.821,0,0,49,16,65,50,80,21,42,136,84,114,43,1,47,56,13,150,85,40,10,58,0,0,3
NC_014160,Thermosphaera aggregans DSM 11486,Archaea,1316595,1188855,127740,1426,1368,1159,0.847,2,2,93,6,82,32,61,54,16,157,66,65,39,11,51,84,5,184,104,18,14,13,0,0,0
NC_008229,Helicobacter acinonychis str. Sheeba,Bacteria,1557588,1410313,147275,1514,1361,1158,0.851,0,0,66,26,95,36,40,67,38,123,33,85,105,46,65,51,11,117,61,29,47,17,0,0,0
NC_014644,Gardnerella vaginalis ATCC 14019,Bacteria,1667350,1459095,208255, , ,1156,#VALUE!,1,0,31,25,89,59,136,35,31,127,79,81,65,0,45,67,5,120,70,47,15,28,0,0,0
NC_014961,Desulfurococcus mucosus DSM 2162,Archaea,1314639,1182815,131824,1399,1335,1149,0.861,2,2,97,7,82,41,60,47,17,151,67,65,41,6,48,89,5,177,103,15,12,15,0,0,0
NC_016012,Candidatus Arthromitus sp. SFB-rat-Yit,Bacteria,1515556,1363921,151635,1429,1353,1144,0.846,0,0,39,25,63,35,82,32,31,133,64,76,87,47,42,69,8,125,87,48,29,22,0,0,0
NZ_CP010070,Candidatus Methanoplasma termitum,Archaea,1488669,1331833,156836,1441,1370,1143,0.834,2,1,91,11,99,47,39,94,18,148,65,82,14,4,48,49,5,166,119,11,13,16,1,0,0
NC_019907,Liberibacter crescens BT-1,Bacteria,1504659,1261623,243036,1355,1235,1142,0.925,0,0,70,18,104,43,37,67,39,126,44,68,85,31,65,38,19,89,89,39,53,18,0,0,0
NC_010163,Acholeplasma laidlawii PG-8A,Bacteria,1496992,1368209,128783,1419,1363,1135,0.833,0,0,61,11,72,42,98,24,40,133,73,92,39,2,45,60,9,132,109,35,8,49,0,0,1
NZ_CP007026,Candidatus Nitrosopelagicus brevis,Archaea,1232128,1143534,88594,1459,1404,1124,0.801,0,2,88,12,99,45,50,92,28,151,63,55,48,6,60,46,11,147,92,8,14,7,0,0,0
NC_009776,Ignicoccus hospitalis KIN4,Archaea,1297538,1188393,109145,1499,1437,1122,0.781,2,2,83,13,101,47,33,75,14,163,70,66,25,6,49,38,10,174,108,22,13,7,0,0,1
NZ_CP009224,Weissella ceti,Bacteria,1390397,1196505,193892,1387,1241,1118,0.901,0,0,45,17,78,73,68,32,33,127,72,85,67,5,30,51,10,130,134,32,16,13,0,0,0
NC_008783,Bartonella bacilliformis KC583,Bacteria,1445021,1182454,262567,1266,1183,1115,0.943,0,0,70,21,81,42,32,52,37,154,42,74,74,32,71,51,9,93,92,34,41,10,3,0,0
NZ_CP010401,Bartonella ancashensis,Bacteria,1467695,1206052,261643,1316,1190,1114,0.936,0,0,69,28,67,42,32,49,37,136,51,76,75,31,67,47,10,104,100,30,53,7,3,0,0
NC_007940,Rickettsia bellii RML369-C,Bacteria,1522076,1281500,240576,1486,1372,1101,0.802,2,0,76,27,47,20,35,32,33,134,52,96,82,4,56,41,12,145,108,30,46,23,0,0,0
NZ_CP011280,Sneathia amnii,Bacteria,1330224,1233854,96370,1296,1234,1091,0.884,0,0,43,26,77,40,120,25,19,136,72,82,56,4,42,53,2,121,71,22,36,27,17,0,0
NC_018533,Bartonella quintana RM-11,Bacteria,1587646,1223747,363899,1353,1211,1088,0.898,0,0,70,18,85,43,43,53,38,133,41,71,80,4,69,48,9,90,91,38,51,10,3,0,0
NC_007109,Rickettsia felis URRWXCal2,Bacteria,1587240,1286645,300595,1592,1302,1086,0.834,2,1,78,36,44,22,34,32,34,133,53,96,84,4,58,38,12,130,93,34,45,23,0,0,0
NC_010830,Candidatus Amoebophilus asiaticus 5a2,Bacteria,1884364,1533784,350580,1492,1394,1062,0.762,10,1,34,23,65,17,28,13,24,122,42,224,59,2,39,22,8,198,53,33,26,19,0,0,0
NC_013721,Gardnerella vaginalis 409-05,Bacteria,1617545,1400668,216877,1315,1246,1062,0.852,1,0,28,20,83,60,90,39,29,126,71,90,58,2,43,57,5,103,68,46,15,28,0,0,0
NZ_CP011126,Coxiella-like endosymbiont,Bacteria,1733840,1198007,535833,1640,1299,999,0.769,1,0,73,13,85,35,46,76,47,135,31,65,94,8,55,22,19,79,52,18,30,15,0,0,0
NC_013771,Candidatus Atelocyanobacterium thalassa isolate ALOHA,Bacteria,1443806,1165827,277979,1217,1133,992,0.876,0,0,69,13,61,26,49,78,33,127,43,54,87,3,64,44,11,99,67,24,28,11,0,0,1
NC_009488,Orientia tsutsugamushi str. Boryong,Bacteria,2127051,1576079,550972,2019,1565,985,0.629,0,0,67,18,36,16,16,77,19,115,44,157,32,8,46,26,9,84,74,73,60,8,0,0,0
NZ_AP013028,Wolbachia endosymbiont of Cimex lectularius,Bacteria,1250060,1023743,226317,1324,1153,976,0.846,1,0,68,26,34,36,29,42,28,123,20,244,33,3,56,31,10,92,52,7,36,5,0,0,0
NC_008610,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),Bacteria,1160782,938439,222343,1078,1022,969,0.948,1,0,90,13,98,39,28,90,32,135,30,53,74,0,68,44,9,71,45,16,23,10,0,0,0
NC_003103,Rickettsia conorii str. Malish 7,Bacteria,1268755,1060757,207998,1532,1236,959,0.776,0,0,77,24,46,18,26,30,30,130,32,68,87,8,61,34,13,101,85,17,49,22,0,0,1
NC_017041,Rickettsia australis str. Cutlack,Bacteria,1323280,1050905,272375,1361,1157,925,0.799,0,0,78,23,43,20,29,32,34,129,36,87,80,4,54,34,11,82,71,21,44,13,0,0,0
NC_009465,Candidatus Vesicomyosocius okutanii HA,Bacteria,1022154,873538,148616,991,947,923,0.975,1,0,92,10,98,36,22,88,33,134,29,51,53,0,68,43,11,61,50,14,22,7,0,0,0
NC_016050,Rickettsia japonica YH,Bacteria,1283087,1032365,250722,1374,1130,918,0.812,0,0,77,20,42,17,26,36,29,131,35,67,80,6,56,32,10,93,76,20,46,19,0,0,0
NC_020549,Candidatus Liberibacter asiaticus str. gxpsy,Bacteria,1268237,1002134,266103,1147,1077,910,0.845,0,0,63,12,49,48,25,52,35,126,38,81,65,30,48,29,9,65,61,21,47,6,0,0,0
NC_017042,Rickettsia rhipicephali str. 3-7-female6-CWPP,Bacteria,1305467,1054854,250613,1416,1117,902,0.808,1,0,73,22,37,17,22,32,27,129,36,77,80,5,53,31,10,82,78,24,47,18,1,0,0
NC_002978,Wolbachia endosymbiont of Drosophila melanogaster,Bacteria,1267782,1059212,208570,1195,1073,898,0.837,1,1,70,25,39,38,29,38,27,124,30,120,43,3,57,31,11,94,61,10,37,9,0,0,0
NC_021084,Wolbachia endosymbiont of Drosophila simulans wNo,Bacteria,1301823,1128550,173273,1198,1071,884,0.825,2,0,69,16,38,37,32,40,27,121,28,105,46,3,55,32,11,121,49,10,36,6,0,0,0
NC_014774,Candidatus Liberibacter solanacearum CLso-ZC1,Bacteria,1258278,1009630,248648,1148,1038,880,0.848,0,0,63,17,50,43,23,55,34,124,43,73,61,27,46,32,8,62,55,21,40,3,0,0,0
NC_015722,Candidatus Midichloria mitochondrii IricVA,Bacteria,1183732,914816,268916,1246,1161,870,0.749,0,0,66,13,49,20,33,49,28,122,28,68,69,30,52,21,8,82,60,18,46,8,0,0,0
NC_022793,Candidatus Liberibacter americanus str. Sao Paulo,Bacteria,1195201,932940,262261,1023,954,870,0.912,0,0,63,16,56,44,26,53,34,126,34,73,44,28,44,35,9,63,59,20,39,4,0,0,0
NZ_CP004021,Candidatus Liberibacter africanus PTSAPSY,Bacteria,1192232,953028,239204,1084,986,868,0.880,0,0,63,17,48,43,28,48,32,123,41,79,60,30,42,26,5,61,55,19,44,4,0,0,0
NC_009881,Rickettsia akari str. Hartford,Bacteria,1231060,969004,262056,1202,980,860,0.878,2,0,78,22,38,16,24,31,31,128,29,74,74,2,51,36,12,81,62,20,37,11,0,0,1
NC_000963,Rickettsia prowazekii str. Madrid E,Bacteria,1111523,844980,266543, , ,819,#VALUE!,0,0,75,14,37,17,26,28,29,127,27,62,79,2,55,33,11,79,53,17,39,9,0,0,0
NC_000919,Treponema pallidum subsp. pallidum str. Nichols,Bacteria,1138011,1053830,84181,1044,970,818,0.843,0,0,42,17,25,22,42,23,21,114,32,60,65,49,45,27,4,98,56,38,31,7,0,0,0
